PACKAGE,NAME,OFFICIAL_CATEGORY,SRC,CUSTOM_CATEGORY
Com.sktelecom.minit,T world,LIFESTYLE,play.google.com,INFO
Kal.FlightInfo,(Discontinued) Korean Air,TRAVEL_AND_LOCAL,apkpure.com,INFO
android,안드로이드 시스템,TOOLS,handlabeled,SYSTEM
app.hybirds.skypeople,스카이피플 (스피) : 직장 인증을 통한 안전한 소개팅,DATING,play.google.com,SOCIAL
app.intra,Intra,TOOLS,play.google.com,SYSTEM
app.zenly.locator,zenly - your world,SOCIAL,play.google.com,SOCIAL
biz.nion.facematchtest,NION Face Match (face recognition),ENTERTAINMENT,play.google.com,ENTER
bubble.shoot.bubbles.game.saga.world,Bubble Shooter,GAME_CASUAL,play.google.com,ENTER
cc.forestapp,Forest -Focus for Productivity,PRODUCTIVITY,play.google.com,WORK
cheehoon.ha.particulateforecaster,"미세미세 - 미세먼지, 날씨, WHO기준, 알람, 위젯, 지도",WEATHER,play.google.com,INFO
cn.jingling.motu.photowonder,PhotoWonder: Pro Beauty Photo Editor&Collage Maker,PHOTOGRAPHY,apkpure.com,ENTER
co.kr.daisomall,다이소몰 - 다이소 온라인쇼핑몰,SHOPPING,play.google.com,INFO
com.HitP2P.CashLeaflet,"FNB 캐시리플렛 - 블록체인 리워드앱 ! 포인트,코인,용돈,알바,광고,적립",ENTERTAINMENT,play.google.com,ENTER
com.Monthly23.SwipeBrickBreaker,Swipe Brick Breaker,GAME_ARCADE,play.google.com,ENTER
com.Mouse_Duck.DoveGame,Pigeon Raising,GAME_CASUAL,play.google.com,ENTER
com.Slack,Slack,BUSINESS,play.google.com,WORK
com.SunHan,파일노리,VIDEO_PLAYERS_AND_EDITORS,handlabeled,ENTER
com.TouchEn.mVaccine.webs,터치엔 엠백신 for Web(기업용),FINANCE,play.google.com,WORK
com.aboutjsp.memowidget,Memo Widget (to-dos&ideas),LIFESTYLE,play.google.com,INFO
com.aboutjsp.thedaybefore,TheDayBefore (days countdown),LIFESTYLE,play.google.com,INFO
com.actionersl.onlharu,DoIt Today(DoIT)  Lite  - Circular Schedule Table,PRODUCTIVITY,play.google.com,WORK
com.adguard.android,AdGuard,TOOLS,apkcombo.com,SYSTEM
com.adobe.reader,Adobe Acrobat Reader: Edit PDF,PRODUCTIVITY,play.google.com,WORK
com.ahnlab.v3mobileplus,V3 Mobile Plus,TOOLS,play.google.com,SYSTEM
com.ahnlab.v3mobilesecurity.soda,V3 Mobile Security-AntiMalware,TOOLS,play.google.com,SYSTEM
com.aia.vitality.kr,AIA Vitality x T건강습관,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.airbnb.android,Airbnb,TRAVEL_AND_LOCAL,play.google.com,INFO
com.airfightwar.thunderbattle,Call of Thunder War- Air Shooting Game,GAME_ACTION,apkcombo.com,ENTER
com.airvisual,IQAir AirVisual | Air Quality,WEATHER,play.google.com,INFO
com.albamon.app,알바몬 - 알바 채용 전문 플랫폼,BUSINESS,play.google.com,WORK
com.alensw.PicFolder,QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,apkcombo.com,ENTER
com.alibaba.aliexpresshd,AliExpress,SHOPPING,play.google.com,INFO
com.amazon.avod.thirdpartyclient,Amazon Prime Video,ENTERTAINMENT,play.google.com,ENTER
com.amazon.kindle,Amazon Kindle,BOOKS_AND_REFERENCE,play.google.com,INFO
com.amazon.mShop.android.shopping,Amazon Shopping,SHOPPING,play.google.com,INFO
com.android.bluetooth,Bluetooth Share,TOOLS,apkcombo.com,SYSTEM
com.android.calculator2,HTC Calculator,TOOLS,apkcombo.com,SYSTEM
com.android.calendar,Mi Calendar,TOOLS,apkcombo.com,SYSTEM
com.android.camera,Redmi Camera,TOOLS,apkcombo.com,SYSTEM
com.android.captiveportallogin,CaptivePortalLogin,TOOLS,apkcombo.com,SYSTEM
com.android.chrome,Google Chrome: Fast & Secure,COMMUNICATION,play.google.com,SOCIAL
com.android.contacts,Xiaomi Contacts and dialer,TOOLS,apkcombo.com,SYSTEM
com.android.deskclock,HUAWEI Clock,TOOLS,apkcombo.com,SYSTEM
com.android.documentsui,Files,TOOLS,apkcombo.com,SYSTEM
com.android.gallery3d,LG Gallery,TOOLS,apkcombo.com,SYSTEM
com.android.htmlviewer,HTML Viewer,TOOLS,apkcombo.com,SYSTEM
com.android.incallui,HTC Phone,TOOLS,apkcombo.com,SYSTEM
com.android.mms,MIUI Messaging,TOOLS,apkcombo.com,SYSTEM
com.android.nfc,Nfc Service,TOOLS,apkcombo.com,SYSTEM
com.android.packageinstaller,Package installer,TOOLS,apkcombo.com,SYSTEM
com.android.phone,Phone Services,TOOLS,apkcombo.com,SYSTEM
com.android.printspooler,Print Spooler,TOOLS,apkcombo.com,SYSTEM
com.android.providers.media,Media Storage,TOOLS,apkcombo.com,SYSTEM
com.android.server.telecom,Phone Call Management,TOOLS,apkcombo.com,SYSTEM
com.android.settings,Settings,TOOLS,apkcombo.com,SYSTEM
com.android.settings.intelligence,Settings Suggestions,TOOLS,apkcombo.com,SYSTEM
com.android.settingsaccessibility,Accessibility,TOOLS,apkcombo.com,SYSTEM
com.android.systemui,System UI,TOOLS,apkcombo.com,SYSTEM
com.android.vending,Google Play Store,TOOLS,apkcombo.com,SYSTEM
com.android.vpndialogs,VpnDialogs,TOOLS,apkcombo.com,SYSTEM
com.apple.android.music,Apple Music,MUSIC_AND_AUDIO,play.google.com,ENTER
com.astroframe.seoulbus,KakaoBus,MAPS_AND_NAVIGATION,play.google.com,INFO
com.atlas.moyamo,"모야모 (식물 식별, 병충해 진단)",EDUCATION,play.google.com,WORK
com.atsolution.android.uotp2,U-OTP+,TOOLS,play.google.com,SYSTEM
com.avast.android.mobilesecurity,Avast Antivirus & Security,TOOLS,play.google.com,SYSTEM
com.awesapp.isafe,iSafe,TOOLS,play.google.com,SYSTEM
com.bamnetworks.mobile.android.gameday.atbat,MLB,SPORTS,play.google.com,ENTER
com.bandainamcoent.imas_millionlive_theaterdays,アイドルマスター ミリオンライブ！ シアターデイズ,GAME_MUSIC,play.google.com,ENTER
com.banhala.android,에이블리 - 3천만의 AI 쇼핑메이트,SHOPPING,play.google.com,INFO
com.bdsdiet_app,"부동산다이어트 - 아파트 실거래가, 시세, 부동산 정보",HOUSE_AND_HOME,apkpure.com,INFO
com.bleacherreport.android.teamstream,Bleacher Report: Sports News,SPORTS,play.google.com,ENTER
com.blizzard.wtcg.hearthstone,Hearthstone,GAME_CARD,play.google.com,ENTER
com.bloomberg.android.plus,Bloomberg: Finance Market News,NEWS_AND_MAGAZINES,play.google.com,INFO
com.blust.fivearrows,Last Arrows,GAME_ACTION,play.google.com,ENTER
com.booking,Booking.com: Hotels and more,TRAVEL_AND_LOCAL,play.google.com,INFO
com.brandicorp.brandi3,브랜디 - 여성 패션 쇼핑앱,SHOPPING,play.google.com,INFO
com.briniclemobile.wibeetalk,WiBee Talk,COMMUNICATION,apkpure.com,SOCIAL
com.bulb.alchemy,Alchemy-나만의 실험실,GAME_EDUCATIONAL,play.google.com,ENTER
com.buzzpia.aqua.launcher,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,apkcombo.com,SYSTEM
com.byapps.maybebaby,메이비베이비 MAYBE BABY,SHOPPING,play.google.com,INFO
com.byapps.ririnco,리리앤코,SHOPPING,play.google.com,INFO
com.ca_smart.izonemail,IZ*ONE Private Mail,ENTERTAINMENT,play.google.com,ENTER
com.cafe24.ec.plusandar01,ANDAR,SHOPPING,play.google.com,INFO
com.cafe24.ec.pluscookat,오먹상점,SHOPPING,apkcombo.com,INFO
com.campmobile.launcher,LINE Launcher,PERSONALIZATION,apkpure.com,SYSTEM
com.campmobile.snow,SNOW,PHOTOGRAPHY,play.google.com,ENTER
com.canva.editor,"Canva: Design, Photo & Video",ART_AND_DESIGN,play.google.com,ENTER
com.cashslide,캐시슬라이드 - 첫화면에 적립을 더하다,SOCIAL,play.google.com,SOCIAL
com.cashwalk.cashwalk,캐시워크 - 적립형 만보기 첫화면,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.cgv.android.movieapp,CGV,ENTERTAINMENT,play.google.com,ENTER
com.champstudy.app.hackers,해커스인강 챔프스터디,EDUCATION,apkpure.com,WORK
com.chanel.weather.forecast.accu,Weather forecast,WEATHER,play.google.com,INFO
com.chbreeze.jikbang4a,Zigbang,HOUSE_AND_HOME,play.google.com,INFO
com.chegg,Chegg Study - Homework Help,EDUCATION,play.google.com,WORK
com.chngas.hpage,CNCITY에너지 모바일 앱,LIFESTYLE,play.google.com,INFO
com.citymapper.app.release,Citymapper: The Ultimate Transport App,MAPS_AND_NAVIGATION,play.google.com,INFO
com.cjkoreaexpress,CJ대한통운 택배,LIFESTYLE,play.google.com,INFO
com.cklee.imageresizer,Image Resizer,TOOLS,play.google.com,SYSTEM
com.classumreactnativeapp.android,Classum,COMMUNICATION,play.google.com,SOCIAL
com.cleanmaster.mguard,"Clean Master Antivirus, Applock & Cleaner",TOOLS,apkpure.com,SYSTEM
com.cleanmaster.security,"Security Master Antivirus, VPN, AppLock, Booster",TOOLS,apkpure.com,SYSTEM
com.cloudflare.onedotonedotonedotone,1.1.1.1: Faster & Safer Internet,TOOLS,play.google.com,SYSTEM
com.cloudmosa.puffin,Puffin Browser Pro,COMMUNICATION,play.google.com,SOCIAL
com.cloudmosa.puffinFree,Puffin Web Browser,COMMUNICATION,play.google.com,SOCIAL
com.cntt.lotteria,롯데리아,LIFESTYLE,apkcombo.com,INFO
com.coinmarket.android,"CoinView: Bitcoin, Altcoin, & Crypto Portfolio App",FINANCE,play.google.com,WORK
com.coinpushapp,Coinpush - 비트코인 푸시알림,FINANCE,apkcombo.com,WORK
com.com2us.imo.normal.freefull.google.global.android.common,The World of Magic: IMO,GAME_ROLE_PLAYING,play.google.com,ENTER
com.com2us.imo.normal.freefull.tstore.kr.android.common,아이모,GAME_ROLE_PLAYING,handlabeled,ENTER
com.com2us.ninepb3d.normal.freefull.google.global.android.common,MLB 9 Innings 22,GAME_SPORTS,play.google.com,ENTER
com.com2us.probaseball3d.normal.freefull.google.global.android.common,컴투스프로야구2022,GAME_SPORTS,play.google.com,ENTER
com.com2us.smon.normal.freefull.google.kr.android.common,Summoners War,GAME_ROLE_PLAYING,play.google.com,ENTER
com.cornago.stefano.lapse,Lapse: A Forgotten Future,GAME_STRATEGY,play.google.com,ENTER
com.coupang.mobile,쿠팡 (Coupang),SHOPPING,play.google.com,INFO
com.cpu.free.dsemulatorv6,Free DS Emulator - For Android,GAME_ARCADE,play.google.com,ENTER
com.croquis.zigzag,지그재그 - 내 맘대로 쇼핑앱,SHOPPING,play.google.com,INFO
com.cultsotry.yanolja.nativeapp,야놀자 - 누구나 마음 편히 놀 수 있게,TRAVEL_AND_LOCAL,play.google.com,INFO
com.cultureland.ver2,컬쳐랜드[문화상품권],LIFESTYLE,play.google.com,INFO
com.cyworld.camera,Cymera - Photo Editor Collage,PHOTOGRAPHY,play.google.com,ENTER
com.daishin,대신증권 CYBOS Touch,FINANCE,play.google.com,WORK
com.daou.herosw,"키움증권 영웅문SG 해외주식, 해외선물옵션, FX마진",FINANCE,play.google.com,WORK
com.daumkakao.android.brunchapp,브런치 - 좋은 글과 작가를 만나는 공간,SOCIAL,play.google.com,SOCIAL
com.dcinside.app,디시인사이드 dcinside,SOCIAL,apkpure.com,SOCIAL
com.dencreak.dlcalculator,ClevCalc - Calculator,PRODUCTIVITY,play.google.com,WORK
com.dencreak.spbook,ClevMoney - Personal Finance,FINANCE,play.google.com,WORK
com.devsisters.gb,Cookie Run: OvenBreak,GAME_ARCADE,play.google.com,ENTER
com.dianxinos.dxbs,DU Battery Saver - Battery Charger & Battery Life,TOOLS,apkcombo.com,SYSTEM
com.dianxinos.optimizer.duplay,Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,apkpure.com,SYSTEM
com.diet.calorie160105,"다이어트신 - 다이어트 식단, 운동, 다이어리 어플",HEALTH_AND_FITNESS,play.google.com,HEALTH
com.digibites.accubattery,Accu​Battery,TOOLS,play.google.com,SYSTEM
com.dingulHangul.dingulHangulKeyboard_dinki,딩굴 한글 키보드,TOOLS,play.google.com,SYSTEM
com.diotek.sec.lookup.dictionary,Samsung Dictionary,TOOLS,apkcombo.com,SYSTEM
com.discord,"Discord - Chat, Talk & Hangout",COMMUNICATION,play.google.com,SOCIAL
com.djbus,DaejeonBus,MAPS_AND_NAVIGATION,play.google.com,INFO
com.dnt7.threeW,핑크다이어리 - 대한산부인과의사회 공식 생리달력,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.dola.workout,"ABS Workout - Home Workout, Tabata, HIIT",HEALTH_AND_FITNESS,apkcombo.com,HEALTH
com.doosandonga.app.dictionary.primeengkor,Prime English-Korean Dict.,BOOKS_AND_REFERENCE,play.google.com,INFO
com.dorsia.amanda,아만다 - 쉽고 편한 동네친구 만들기,SOCIAL,play.google.com,SOCIAL
com.dotnbeat.dancing.music.rhythm.handspeed,Dot n Beat - Hand Speed Test,GAME_MUSIC,play.google.com,ENTER
com.dragonest.autochess.google,Auto Chess,GAME_STRATEGY,play.google.com,ENTER
com.dropbox.android,Dropbox: Cloud Photo Storage,PRODUCTIVITY,play.google.com,WORK
com.drycactus.polybridge,Poly Bridge,GAME_SIMULATION,play.google.com,ENTER
com.dsemu.drastic,DraStic DS Emulator,GAME_ACTION,play.google.com,ENTER
com.dunamu.exchange,업비트 - 가장 신뢰받는 디지털 자산(비트코인) 거래소,FINANCE,play.google.com,WORK
com.dunamu.stockplus,StockPlus :  Korean Stocks,FINANCE,play.google.com,WORK
com.duolingo,Duolingo: language lessons,EDUCATION,play.google.com,WORK
com.dydbook.bible,성경일독Q (잠금화면에서 성경 한절씩 읽는 습관),BOOKS_AND_REFERENCE,play.google.com,INFO
com.ea.gp.fifamobile,FIFA Soccer,GAME_SPORTS,play.google.com,ENTER
com.ebay.kr.auction,Auction,SHOPPING,play.google.com,INFO
com.ebay.kr.gmarket,Gmarket,SHOPPING,play.google.com,INFO
com.ebcard.bustago,[공식]전국 시외버스 승차권 통합 예매(버스타고),MAPS_AND_NAVIGATION,play.google.com,INFO
com.edgames.new19gp,공성삼국:새천하를열다RED,GAME_SIMULATION,play.google.com,ENTER
com.eg.android.AlipayGphone,Alipay,FINANCE,play.google.com,WORK
com.ekkorr.endlessfrontier,오늘도 환생,GAME_ROLE_PLAYING,play.google.com,ENTER
com.elevenst,11st,SHOPPING,play.google.com,INFO
com.elz.secondhandstore,중고나라 - 국내 최대 중고마켓,SHOPPING,play.google.com,INFO
com.ember.rpgpuzzle,Dragon Strike: Puzzle RPG,GAME_ROLE_PLAYING,play.google.com,ENTER
com.enabledaonsoft.thecamp,THE CAMP 대국민 국군 소통 서비스,COMMUNICATION,play.google.com,SOCIAL
com.enliple.otjalnam,"옷잘남 스타일 좋은 남자들의 필수 앱, 남자쇼핑몰 모음",SHOPPING,apkpure.com,INFO
com.epost.psf.sdsi,우체국 스마트뱅킹,FINANCE,play.google.com,WORK
com.epost.psf.ss,우체국 PostPay,FINANCE,play.google.com,WORK
com.estmob.android.sendanywhere,Send Anywhere (File Transfer),PRODUCTIVITY,play.google.com,WORK
com.estrongs.android.pop,ES File Explorer File Manager,PRODUCTIVITY,apkpure.com,WORK
com.estsoft.alarmclock,알람이 - 알람 타이머 정각알림 외출알림 링 스토어,LIFESTYLE,apkcombo.com,INFO
com.estsoft.alsong,ALSong - Music Player & Lyrics,MUSIC_AND_AUDIO,play.google.com,ENTER
com.estsoft.alyac,"Dr.Capsule  Antivirus, Cleaner",TOOLS,play.google.com,SYSTEM
com.estsoft.alzip,ALZip – File Manager & Unzip & Archive,TOOLS,play.google.com,SYSTEM
com.etudehouse,에뛰드,LIFESTYLE,play.google.com,INFO
com.evernote,Evernote - Note Organizer,PRODUCTIVITY,play.google.com,WORK
com.everysing.lysn,Lysn,SOCIAL,play.google.com,SOCIAL
com.everytime.v2,에브리타임 - 시간표 & 대학교 커뮤니티,SOCIAL,play.google.com,SOCIAL
com.expressvpn.vpn,ExpressVPN: Fast VPN & Proxy,TOOLS,play.google.com,SYSTEM
com.eyefilter.nightmode.bluelightfilter,Blue Light Filter - Night Mode,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.ezhld.recipe,Korean Food Recipes - 10k Recipes,FOOD_AND_DRINK,play.google.com,INFO
com.facebook.katana,Facebook,SOCIAL,play.google.com,SOCIAL
com.facebook.lite,Facebook Lite,SOCIAL,play.google.com,SOCIAL
com.facebook.mlite,Messenger Lite,COMMUNICATION,play.google.com,SOCIAL
com.facebook.orca,Messenger,COMMUNICATION,play.google.com,SOCIAL
com.fandom.app,"FANDOM – Videos, News, and Reviews",SOCIAL,play.google.com,SOCIAL
com.fastaccess.github,FastHub for GitHub,PRODUCTIVITY,apkpure.com,WORK
com.fatsecret.android,Calorie Counter by FatSecret,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.fineapp.yogiyo,배달요기요 - 기다림 없는 맛집 배달앱,FOOD_AND_DRINK,play.google.com,INFO
com.firstscreen.commonsense,"첫화면 상식 - 상식퀴즈, 시사, 일반 상식",EDUCATION,play.google.com,WORK
com.fitbit.FitbitMobile,Fitbit,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.fok.fundsupermarket,펀드슈퍼마켓(FOSS),FINANCE,apkcombo.com,WORK
com.forshared,4shared,ENTERTAINMENT,apkpure.com,ENTER
com.fourdesire.spacewalk,Walkr: Fitness Space Adventure,GAME_ADVENTURE,play.google.com,ENTER
com.fridaynoons.playwings,플레이윙즈_매일이 여행 D-day,TRAVEL_AND_LOCAL,play.google.com,INFO
com.frientrip.frip,"세상 모든 경험의 시작, 프립",LIFESTYLE,play.google.com,INFO
com.frograms.watcha,WATCHA PEDIA -Movie & TV guide,ENTERTAINMENT,play.google.com,ENTER
com.frograms.wplay,WATCHA,ENTERTAINMENT,play.google.com,ENTER
com.funanduseful.earlybirdalarm,Early Bird Alarm Clock,PRODUCTIVITY,play.google.com,WORK
com.game.kkiruk.myadorablecats,Cats are Cute,GAME_SIMULATION,play.google.com,ENTER
com.game.ruliweb,루리웹 (RULIWEB),COMMUNICATION,apkcombo.com,SOCIAL
com.gamestar.perfectpiano,Perfect Piano,MUSIC_AND_AUDIO,play.google.com,ENTER
com.gamestart.fill,Fill - one-line puzzle game,GAME_PUZZLE,play.google.com,ENTER
com.gangnam.sister,GangnamUnni - Medical beauty,BEAUTY,play.google.com,INFO
com.gdcompany.metalmadness,METAL MADNESS PvP: Car Shooter,GAME_ACTION,play.google.com,ENTER
com.geishatokyo.trafficrun,Traffic Run!: Driving Game,GAME_ACTION,play.google.com,ENTER
com.genius.android,Genius — Song Lyrics Finder,MUSIC_AND_AUDIO,play.google.com,ENTER
com.getkeepsafe.applock,App Lock: Fingerprint Password,TOOLS,apkcombo.com,SYSTEM
com.ggtics.app.lol,YOUR.GGtics - League Of Legends Amazing Stats,ENTERTAINMENT,apkcombo.com,ENTER
com.gion.android.GnMemoG,"메모G_사진 메모, 비밀 노트, 할일 정리",PRODUCTIVITY,play.google.com,WORK
com.gismart.realpianofree,Piano - Music Keyboard & Tiles,GAME_MUSIC,play.google.com,ENTER
com.giumig.apps.bluetoothserialmonitor,Arduino bluetooth controller,TOOLS,play.google.com,SYSTEM
com.gmail.chodongwon82.big_maker,10000! - original indie puzzle (Big Maker),GAME_PUZZLE,play.google.com,ENTER
com.goodplay.a511best,착한 음악다운 플레이,VIDEO_PLAYERS_AND_EDITORS,apkcombo.com,ENTER
com.google.android.apps.authenticator2,Google Authenticator,TOOLS,play.google.com,SYSTEM
com.google.android.apps.books,Google Play Books & Audiobooks,BOOKS_AND_REFERENCE,play.google.com,INFO
com.google.android.apps.docs,Google Drive,PRODUCTIVITY,play.google.com,WORK
com.google.android.apps.docs.editors.docs,Google Docs,PRODUCTIVITY,play.google.com,WORK
com.google.android.apps.docs.editors.sheets,Google Sheets,PRODUCTIVITY,play.google.com,WORK
com.google.android.apps.docs.editors.slides,Google Slides,PRODUCTIVITY,play.google.com,WORK
com.google.android.apps.fitness,Google Fit: Activity Tracking,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.google.android.apps.googleassistant,Google Assistant,PRODUCTIVITY,play.google.com,WORK
com.google.android.apps.magazines,Google News - Daily Headlines,NEWS_AND_MAGAZINES,play.google.com,INFO
com.google.android.apps.maps,Google Maps,TRAVEL_AND_LOCAL,play.google.com,INFO
com.google.android.apps.messaging,Messages,COMMUNICATION,play.google.com,SOCIAL
com.google.android.apps.pdfviewer,Google PDF Viewer,PRODUCTIVITY,apkpure.com,WORK
com.google.android.apps.photos,Google Photos,PHOTOGRAPHY,play.google.com,ENTER
com.google.android.apps.photos.scanner,PhotoScan by Google Photos,PHOTOGRAPHY,play.google.com,ENTER
com.google.android.apps.podcasts,Google Podcasts,MUSIC_AND_AUDIO,play.google.com,ENTER
com.google.android.apps.tachyon,Google Duo,COMMUNICATION,play.google.com,SOCIAL
com.google.android.apps.translate,Google Translate,TOOLS,play.google.com,SYSTEM
com.google.android.apps.youtube.music,YouTube Music,MUSIC_AND_AUDIO,play.google.com,ENTER
com.google.android.calculator,Calculator,TOOLS,play.google.com,SYSTEM
com.google.android.calendar,Google Calendar,PRODUCTIVITY,play.google.com,WORK
com.google.android.gm,Gmail,COMMUNICATION,play.google.com,SOCIAL
com.google.android.gms,Google Play services,TOOLS,play.google.com,SYSTEM
com.google.android.googlequicksearchbox,Google,TOOLS,play.google.com,SYSTEM
com.google.android.music,YouTube Music,MUSIC_AND_AUDIO,apkpure.com,ENTER
com.google.android.packageinstaller,Package installer,TOOLS,apkcombo.com,SYSTEM
com.google.android.play.games,Google Play Games,ENTERTAINMENT,play.google.com,ENTER
com.google.android.street,Google Street View,TRAVEL_AND_LOCAL,play.google.com,INFO
com.google.android.youtube,YouTube,VIDEO_PLAYERS,play.google.com,ENTER
com.google.chromeremotedesktop,Chrome Remote Desktop,TOOLS,play.google.com,SYSTEM
com.google.earth,Google Earth,TRAVEL_AND_LOCAL,play.google.com,INFO
com.gorgeous.liteinternational,Ulike - Define your selfie in trendy style,PHOTOGRAPHY,play.google.com,ENTER
com.grampus.cookingadventureforkakao,마이리틀셰프,GAME_CASUAL,play.google.com,ENTER
com.greencar,그린카 – 이동을 새로 그리다,MAPS_AND_NAVIGATION,play.google.com,INFO
com.gsr.gs25,나만의냉장고(GS25),LIFESTYLE,play.google.com,INFO
com.habitrpg.android.habitica,Habitica: Gamify Your Tasks,PRODUCTIVITY,play.google.com,WORK
com.hackers.app.hackersmp3,해커스 MP3 플레이어 - 무료 토익 토플 영어 리스닝,EDUCATION,play.google.com,WORK
com.hanabank.ebk.channel.android.hananbank,(구)하나원큐 - 종료예정,FINANCE,play.google.com,WORK
com.hanaskcard.paycla,하나카드(원큐페이),FINANCE,play.google.com,WORK
com.hanaskcard.rocomo.potal,(구)하나카드,FINANCE,play.google.com,WORK
com.hancom.office.editor.sec,한컴오피스,PRODUCTIVITY,handlabeled,WORK
com.hancom.office.viewer,Hancom Office S Viewer,TOOLS,apkcombo.com,SYSTEM
com.hecorat.screenrecorder.free,"AZ Screen Recorder - Video Recorder, Livestream",VIDEO_PLAYERS,play.google.com,ENTER
com.hellowo.day2life,TimeBlocks -Calendar/Todo/Note,PRODUCTIVITY,play.google.com,WORK
com.hikaru.photowidgetad,Animated Photo Widget,PHOTOGRAPHY,play.google.com,ENTER
com.hippo.ehviewer,EhViewer,TOOLS,apkcombo.com,SYSTEM
com.hm.goe,H&M - we love fashion,LIFESTYLE,play.google.com,INFO
com.hogangnono.hogangnono,호갱노노 - 아파트 실거래가 조회 부동산앱,HOUSE_AND_HOME,play.google.com,INFO
com.homeplus.myhomeplus,마이 홈플러스,LIFESTYLE,play.google.com,INFO
com.hpapp,해피포인트,LIFESTYLE,play.google.com,INFO
com.hrc.mobilo,한국리서치 모바일CX+(MobileCX+),LIFESTYLE,play.google.com,INFO
com.hughesmedia.big_finish,Big Finish Audiobook Player,BOOKS_AND_REFERENCE,play.google.com,INFO
com.humanhelper.forhuman.quick,remember to do,PRODUCTIVITY,play.google.com,WORK
com.hyundaicard.appcard,현대카드,FINANCE,play.google.com,WORK
com.ibillstudio.thedaycouple,THE COUPLE (Days in Love),LIFESTYLE,play.google.com,INFO
com.ichano.athome.avs,AtHome Video Streamer-turn phone into IP camera,TOOLS,play.google.com,SYSTEM
com.ijinshan.kbatterydoctor_en,Battery Doctor Battery Life Saver & Battery Cooler,TOOLS,apkpure.com,SYSTEM
com.iloen.melon,멜론,MUSIC_AND_AUDIO,play.google.com,ENTER
com.ilongyuan.autochess.ly_pre,Auto Chess,GAME_STRATEGY,apkpure.com,ENTER
com.imoxion.sensmobile,카이스트 모바일 메일,COMMUNICATION,handlabeled,SOCIAL
com.inbody2014.inbody,InBody,HEALTH_AND_FITNESS,play.google.com,HEALTH
com.infraware.office.link,"Polaris Office - Edit,View,PDF",PRODUCTIVITY,play.google.com,WORK
com.initialcoms.ridi,"리디 - 웹툰, 웹소설, 전자책 모두 여기에!",BOOKS_AND_REFERENCE,play.google.com,INFO
com.instagram.android,Instagram,SOCIAL,play.google.com,SOCIAL
com.interpark.shop,인터파크,SHOPPING,play.google.com,INFO
com.intsig.camscanner,CamScanner - PDF Scanner App,PRODUCTIVITY,play.google.com,WORK
com.isharing.isharing,iSharing: GPS Location Tracker,COMMUNICATION,play.google.com,SOCIAL
com.jabra.moments,Jabra Sound+,PRODUCTIVITY,play.google.com,WORK
com.jee.timer,Multi Timer StopWatch,TOOLS,play.google.com,SYSTEM
com.jnhstudio.tbs_AndroidApp,TBS,LIFESTYLE,play.google.com,INFO
com.joara.mobile,웹소설 조아라,BOOKS_AND_REFERENCE,play.google.com,INFO
com.joeware.android.gpulumera,Candy Camera - photo editor,PHOTOGRAPHY,play.google.com,ENTER
com.joymax.candypang2,캔디팡 : 쥬시월드,GAME_PUZZLE,play.google.com,ENTER
com.joymax.wind3,윈드러너Z,GAME_ADVENTURE,play.google.com,ENTER
com.jpbrothers.android.pictail.sub7,PICTAIL - NewYork,PHOTOGRAPHY,play.google.com,ENTER
com.jushine.cstandard,꼼꼼달력메모,PRODUCTIVITY,play.google.com,WORK
com.kakao.cheez,KakaoTalk Cheez,PHOTOGRAPHY,apkpure.com,ENTER
com.kakao.i.connect,헤이카카오 Hey Kakao,LIFESTYLE,play.google.com,INFO
com.kakao.page,카카오페이지 KakaoPage,ENTERTAINMENT,play.google.com,ENTER
com.kakao.story,KakaoStory,SOCIAL,play.google.com,SOCIAL
com.kakao.talk,KakaoTalk : Messenger,COMMUNICATION,play.google.com,SOCIAL
com.kakao.taxi,"Kakao T - Taxi, Driver, Bike",MAPS_AND_NAVIGATION,play.google.com,INFO
com.kakaobank.channel,카카오뱅크,FINANCE,play.google.com,WORK
com.kakaogames.friendsKing,Friends Popcorn,GAME_PUZZLE,play.google.com,ENTER
com.kakaogames.friendsTower,프렌즈타워,GAME_PUZZLE,play.google.com,ENTER
com.kakaogames.friendsTown,프렌즈타운,GAME_PUZZLE,play.google.com,ENTER
com.kakaogames.friendsracing,프렌즈레이싱,GAME_RACING,play.google.com,ENTER
com.kakarod.bighunter,Big Hunter,GAME_ACTION,play.google.com,ENTER
com.kbcard.cxh.appcard,KB Pay,FINANCE,play.google.com,WORK
com.kbcard.kat.liivmate,리브메이트,FINANCE,play.google.com,WORK
com.kbcard.kbkookmincard,KB국민카드,FINANCE,play.google.com,WORK
com.kbsec.mts.iplustarngm2,KB증권  'M-able' (마블) - 대표MTS (비대면계좌개설 포함),FINANCE,play.google.com,WORK
com.kbstar.kbbank,KB국민은행 스타뱅킹,FINANCE,play.google.com,WORK
com.kbstar.liivbank,리브 - 종료예정,FINANCE,play.google.com,WORK
